10	100
110	2129
210	4650
310	7366
410	10160
510	13110
610	16180
710	19289
810	22467
910	25654
1010	28871
1110	32187
1210	35551
1310	38972
1410	42447
1510	45919
1610	49313
1710	52809
1810	56242
1910	59747
2010	63312
2110	66997
2210	70550
2310	74274
2410	77878
2510	81602
2610	85341
2710	89125
2810	92807
2910	96477
3010	100285
3110	104027
3210	107811
3310	111574
3410	115346
3510	119214
3610	123175
3710	126788
3810	130524
3910	134338
4010	138095
4110	141996
4210	145975
4310	149888
4410	153813
4510	157765
4610	161738
4710	165756
4810	169738
4910	173639
5010	177804
5110	181672
5210	185735
5310	189720
5410	193840
5510	197855
5610	201786
5710	205969
5810	209972
5910	213900
6010	218002
6110	222233
6210	226191
6310	230272
6410	234470
6510	238569
6610	242440
6710	246488
6810	250548
6910	254686
7010	258737
7110	262836
7210	266977
7310	271004
7410	275199
7510	279283
7610	283250
7710	287469
7810	291538
7910	295802
8010	299751
8110	303751
8210	308030
8310	312246
8410	316612
8510	320672
8610	324840
8710	329452
8810	333404
8910	337632
9010	341830
9110	346235
9210	350577
9310	354604
9410	359093
9510	363348
9610	367537
9710	371873
9810	376242
9910	380548
